Dates,Category,Descript,DayOfWeek,PdDistrict
2015-04-04 00:02:00,DRUG/NARCOTIC,LOITERING WHERE NARCOTICS ARE SOLD/USED,Saturday,TENDERLOIN
2015-04-04 00:02:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Saturday,TENDERLOIN
2015-04-03 20:30:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Friday,SOUTHERN
2015-04-03 17:50:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Friday,MISSION
2015-04-03 17:50:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,MISSION
2015-04-03 11:49:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,MISSION
2015-04-03 10:15:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,BAYVIEW
2015-04-03 07:19:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Friday,BAYVIEW
2015-04-03 07:19:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,BAYVIEW
2015-04-03 03:52:00,DRUG/NARCOTIC,LOITERING WHERE NARCOTICS ARE SOLD/USED,Friday,TENDERLOIN
2015-04-03 02:30:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,NORTHERN
2015-04-02 23:56:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Thursday,MISSION
2015-04-02 23:51:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,TENDERLOIN
2015-04-02 23:51:00,DRUG/NARCOTIC,LOITERING WHERE NARCOTICS ARE SOLD/USED,Thursday,TENDERLOIN
2015-04-02 22:30:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Thursday,SOUTHERN
2015-04-02 20:58:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Thursday,SOUTHERN
2015-04-02 14:08:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,MISSION
2015-04-02 14:08:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Thursday,MISSION
2015-04-02 13:09:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,INGLESIDE
2015-04-02 12:58:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Thursday,NORTHERN
2015-04-02 12:58:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,NORTHERN
2015-04-02 12:25:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,SOUTHERN
2015-04-02 11:38:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Thursday,SOUTHERN
2015-04-02 11:34:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Thursday,TENDERLOIN
2015-04-02 11:34:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,TENDERLOIN
2015-04-02 11:34:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Thursday,TENDERLOIN
2015-04-02 11:28:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Thursday,TENDERLOIN
2015-04-02 08:35:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,SOUTHERN
2015-04-02 03:06:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,TARAVAL
2015-04-02 03:06:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,TARAVAL
2015-04-02 00:57:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,INGLESIDE
2015-04-01 22:48:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,NORTHERN
2015-04-01 21:27:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,MISSION
2015-04-01 18:37:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Wednesday,MISSION
2015-04-01 17:59:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Wednesday,MISSION
2015-04-01 13:46:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Wednesday,SOUTHERN
2015-04-01 13:46:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,SOUTHERN
2015-04-01 12:53:00,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Wednesday,TENDERLOIN
2015-04-01 12:53:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,TENDERLOIN
2015-04-01 08:30:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Wednesday,CENTRAL
2015-03-31 20:42:00,DRUG/NARCOTIC,POSSESSION OF AMPHETAMINE FOR SALES,Tuesday,BAYVIEW
2015-03-31 19:39:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Tuesday,TARAVAL
2015-03-31 19:39:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,TARAVAL
2015-03-31 19:39:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Tuesday,TARAVAL
2015-03-31 19:02:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Tuesday,MISSION
2015-03-31 18:30:00,DRUG/NARCOTIC,TRANSPORTATION OF MARIJUANA,Tuesday,MISSION
2015-03-31 17:51:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Tuesday,SOUTHERN
2015-03-31 17:16:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Tuesday,CENTRAL
2015-03-31 17:16:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Tuesday,CENTRAL
2015-03-31 17:05:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Tuesday,CENTRAL
2015-03-31 17:05:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,CENTRAL
2015-03-31 16:54:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,CENTRAL
2015-03-31 15:54:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Tuesday,BAYVIEW
2015-03-31 14:30:00,EMBEZZLEMENT,"EMBEZZLEMENT, PETTY THEFT BY EMPLOYEE",Tuesday,TENDERLOIN
2015-03-31 13:02:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,BAYVIEW
2015-03-31 12:58:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Tuesday,TENDERLOIN
2015-03-30 22:23:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Monday,MISSION
2015-03-30 17:56:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Monday,NORTHERN
2015-03-30 17:56:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,NORTHERN
2015-03-30 17:33:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,MISSION
2015-03-30 16:45:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,SOUTHERN
2015-03-30 15:30:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Monday,TENDERLOIN
2015-03-30 14:42:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,MISSION
2015-03-30 14:42:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,MISSION
2015-03-30 13:50:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,MISSION
2015-03-30 08:12:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Monday,MISSION
2015-03-30 08:12:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Monday,MISSION
2015-03-30 08:00:00,SUICIDE,ATTEMPTED SUICIDE,Monday,TARAVAL
2015-03-30 07:35:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,CENTRAL
2015-03-30 00:26:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Monday,INGLESIDE
2015-03-22 22:41:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Sunday,TENDERLOIN
2015-03-22 22:41:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,TENDERLOIN
2015-03-22 21:46:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Sunday,TENDERLOIN
2015-03-22 21:46:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,TENDERLOIN
2015-03-22 20:15:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,RICHMOND
2015-03-22 18:42:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,TENDERLOIN
2015-03-22 17:41:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,SOUTHERN
2015-03-22 14:17:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Sunday,SOUTHERN
2015-03-22 14:17:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,SOUTHERN
2015-03-22 14:10:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Sunday,NORTHERN
2015-03-22 14:10:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,NORTHERN
2015-03-22 13:27:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,INGLESIDE
2015-03-22 10:30:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,CENTRAL
2015-03-22 08:39:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Sunday,TENDERLOIN
2015-03-22 03:07:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Sunday,NORTHERN
2015-03-22 01:25:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,MISSION
2015-03-22 00:19:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Sunday,INGLESIDE
2015-03-22 00:13:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Sunday,NORTHERN
2015-03-22 00:13:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,NORTHERN
2015-03-21 22:56:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Saturday,BAYVIEW
2015-03-21 22:56:00,DRUG/NARCOTIC,TRANSPORTATION OF COCAINE,Saturday,BAYVIEW
2015-03-21 22:04:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,SOUTHERN
2015-03-21 20:10:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Saturday,BAYVIEW
2015-03-21 18:39:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Saturday,TENDERLOIN
2015-03-21 18:39:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Saturday,TENDERLOIN
2015-03-21 16:03:00,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Saturday,TENDERLOIN
2015-03-21 16:03:00,DRUG/NARCOTIC,POSSESSION OF OPIATES FOR SALES,Saturday,TENDERLOIN
2015-03-21 14:11:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,TARAVAL
2015-03-21 13:45:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,SOUTHERN
2015-03-21 09:12:00,DRUG/NARCOTIC,POSSESSION OF OPIATES FOR SALES,Saturday,TENDERLOIN
2015-03-21 09:12:00,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Saturday,TENDERLOIN
2015-03-21 08:00:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,SOUTHERN
2015-03-21 07:26:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,BAYVIEW
2015-03-21 02:05:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,BAYVIEW
2015-03-21 01:32:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,TARAVAL
2015-03-21 01:22:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,BAYVIEW
2015-03-21 00:01:00,EMBEZZLEMENT,"EMBEZZLEMENT, PETTY THEFT",Saturday,INGLESIDE
2015-03-20 23:54:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Friday,INGLESIDE
2015-03-20 23:54:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Friday,INGLESIDE
2015-03-20 23:54:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Friday,INGLESIDE
2015-03-20 23:00:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Friday,MISSION
2015-03-20 22:38:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Friday,NORTHERN
2015-03-20 18:57:00,DRUG/NARCOTIC,POSSESSION OF METHADONE,Friday,BAYVIEW
2015-03-20 18:57:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,BAYVIEW
2015-03-20 17:55:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,SOUTHERN
2015-03-20 17:11:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,TENDERLOIN
2015-03-20 15:30:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Friday,SOUTHERN
2015-03-20 10:04:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,NORTHERN
2015-03-20 08:37:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,MISSION
2015-03-20 02:41:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Friday,RICHMOND
2015-03-20 00:54:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Friday,MISSION
2015-03-20 00:07:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,INGLESIDE
2015-03-20 00:07:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,INGLESIDE
2015-03-19 22:35:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,CENTRAL
2015-03-19 20:05:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,INGLESIDE
2015-03-19 17:30:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,MISSION
2015-03-19 15:39:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,CENTRAL
2015-03-19 14:56:00,DRUG/NARCOTIC,POSSESSION OF OPIATES FOR SALES,Thursday,TENDERLOIN
2015-03-19 14:56:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Thursday,TENDERLOIN
2015-03-19 14:56:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Thursday,TENDERLOIN
2015-03-19 14:12:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,INGLESIDE
2015-03-19 13:50:00,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Thursday,TENDERLOIN
2015-03-19 13:50:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,TENDERLOIN
2015-03-19 13:50:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Thursday,TENDERLOIN
2015-03-19 01:21:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,NORTHERN
2015-03-19 00:20:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Thursday,MISSION
2015-03-18 23:02:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,NORTHERN
2015-03-18 23:02:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,NORTHERN
2015-03-18 22:25:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Wednesday,TENDERLOIN
2015-03-18 20:00:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,BAYVIEW
2015-03-18 19:58:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Wednesday,CENTRAL
2015-03-18 19:58:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,CENTRAL
2015-03-18 19:44:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,TENDERLOIN
2015-03-18 19:10:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Wednesday,TENDERLOIN
2015-03-18 17:40:00,DRUG/NARCOTIC,UNDER THE INFLUENCE OF CONTROLLED SUBSTANCES,Wednesday,NORTHERN
2015-03-18 17:11:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,TENDERLOIN
2015-03-18 16:20:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,BAYVIEW
2015-03-18 16:10:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,MISSION
2015-03-18 15:50:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,BAYVIEW
2015-03-18 12:12:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Wednesday,BAYVIEW
2015-03-18 12:12:00,DRUG/NARCOTIC,POSSESSION OF OPIATES FOR SALES,Wednesday,BAYVIEW
2015-03-18 12:12:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,BAYVIEW
2015-03-18 11:05:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,BAYVIEW
2015-03-18 09:20:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,SOUTHERN
2015-03-18 06:00:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,SOUTHERN
2015-03-18 02:55:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Wednesday,TENDERLOIN
2015-03-17 23:51:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Tuesday,MISSION
2015-03-17 21:04:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,MISSION
2015-03-17 21:04:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,MISSION
2015-03-17 20:44:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Tuesday,MISSION
2015-03-17 16:31:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Tuesday,TENDERLOIN
2015-03-17 09:30:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Tuesday,SOUTHERN
2015-03-17 08:47:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Tuesday,SOUTHERN
2015-03-17 01:28:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,TENDERLOIN
2015-03-17 00:46:00,DRUG/NARCOTIC,PLANTING/CULTIVATING MARIJUANA,Tuesday,BAYVIEW
2015-03-17 00:45:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,BAYVIEW
2015-03-17 00:35:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,INGLESIDE
2015-03-16 19:30:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Monday,CENTRAL
2015-03-16 19:15:00,DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Monday,SOUTHERN
2015-03-16 17:54:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Monday,INGLESIDE
2015-03-16 17:54:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Monday,INGLESIDE
2015-03-16 17:54:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,INGLESIDE
2015-03-16 17:44:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,MISSION
2015-03-16 17:44:00,DRUG/NARCOTIC,UNDER THE INFLUENCE OF CONTROLLED SUBSTANCES,Monday,MISSION
2015-03-16 17:07:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Monday,SOUTHERN
2015-03-16 16:59:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Monday,INGLESIDE
2015-03-16 16:47:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Monday,TARAVAL
2015-03-16 16:14:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Monday,BAYVIEW
2015-03-16 16:14:00,DRUG/NARCOTIC,SALE OF MARIJUANA,Monday,BAYVIEW
2015-03-16 15:44:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Monday,BAYVIEW
2015-03-16 15:44:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Monday,BAYVIEW
2015-03-16 13:30:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,TARAVAL
2015-03-16 12:43:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,SOUTHERN
2015-03-16 11:05:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,TENDERLOIN
2015-03-16 11:05:00,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Monday,TENDERLOIN
2015-03-16 11:05:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Monday,TENDERLOIN
2015-03-16 10:00:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,BAYVIEW
2015-03-16 09:15:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Monday,NORTHERN
2015-03-08 21:36:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Sunday,CENTRAL
2015-03-08 21:36:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,CENTRAL
2015-03-08 20:43:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,CENTRAL
2015-03-08 20:04:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,MISSION
2015-03-08 19:21:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Sunday,TENDERLOIN
2015-03-08 17:38:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,TENDERLOIN
2015-03-08 17:28:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Sunday,BAYVIEW
2015-03-08 16:39:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Sunday,TENDERLOIN
2015-03-08 14:23:00,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT BY EMPLOYEE",Sunday,SOUTHERN
2015-03-08 11:20:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,CENTRAL
2015-03-08 10:00:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Sunday,CENTRAL
2015-03-08 10:00:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,CENTRAL
2015-03-08 07:40:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,NORTHERN
2015-03-08 01:30:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,SOUTHERN
2015-03-08 01:01:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,SOUTHERN
2015-03-07 22:30:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,MISSION
2015-03-07 22:15:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,RICHMOND
2015-03-07 19:10:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,TENDERLOIN
2015-03-07 19:10:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Saturday,TENDERLOIN
2015-03-07 18:24:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,MISSION
2015-03-07 18:00:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,SOUTHERN
2015-03-07 17:45:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,TENDERLOIN
2015-03-07 12:20:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,MISSION
2015-03-07 10:05:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Saturday,TENDERLOIN
2015-03-07 10:05:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Saturday,TENDERLOIN
2015-03-07 06:52:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Saturday,SOUTHERN
2015-03-07 04:21:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,SOUTHERN
2015-03-07 01:33:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,MISSION
2015-03-07 00:26:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Saturday,TENDERLOIN
2015-03-06 20:35:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,CENTRAL
2015-03-06 20:35:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Friday,CENTRAL
2015-03-06 20:29:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Friday,MISSION
2015-03-06 20:29:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,MISSION
2015-03-06 17:57:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,MISSION
2015-03-06 17:04:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,MISSION
2015-03-06 16:12:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,SOUTHERN
2015-03-06 15:09:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,MISSION
2015-03-06 12:43:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Friday,BAYVIEW
